P,R,F
9.313828498125076294e-01,7.202633378260275832e-01,8.123300561835448130e-01
7.753426671028137429e-01,6.630753724306237551e-01,7.148278367216631679e-01
9.256691187620162964e-01,6.459650408987905879e-01,7.609275816312163210e-01
9.238614439964294434e-01,5.129123563859976365e-01,6.596166356711841150e-01
7.582821846008300781e-01,6.580874838081061107e-01,7.046409225086532890e-01
8.294418752193450928e-01,6.840819853777978521e-01,7.497816975698946562e-01
7.549725294113159846e-01,6.464640191372702516e-01,6.965175500909233097e-01
9.356386512517929077e-01,7.196385774250123601e-01,8.135454971599374030e-01
9.353220462799072266e-01,5.707662560045719813e-01,7.089229253078426218e-01
7.484249696135520935e-01,6.435452601313591536e-01,6.920339695009468661e-01
8.009133636951446533e-01,6.774597570300102678e-01,7.340319776713168931e-01
7.345368936657905579e-01,5.830757141113281916e-01,6.501009800412371753e-01
9.385077953338623047e-01,5.554892771691084530e-01,6.979009884860990498e-01
7.856759801506996155e-01,6.292616185545921725e-01,6.988233818671312214e-01
7.720166817307472229e-01,6.728161323070526167e-01,7.190109095418384388e-01
8.316763291756311682e-01,6.190278499573469428e-01,7.097667702559474767e-01
7.764303863048553911e-01,6.946250140666961892e-01,7.332531023272133019e-01
9.445038437843322754e-01,5.648391190171241361e-01,7.069204709328967828e-01
7.173393741250038147e-01,5.797081013023853702e-01,6.412216274911939351e-01
8.789300024509429932e-01,5.426884770393372026e-01,6.710452787942172703e-01
7.437179610133171082e-01,5.870039136707783101e-01,6.561331290743321887e-01
8.184847285350163038e-01,6.987592092156410528e-01,7.538982063940151690e-01
9.652827382087707520e-01,5.827155290765965168e-01,7.267259316642861178e-01
7.781013160943985874e-01,6.910699364986825355e-01,7.320078257096570562e-01
7.643829256296158503e-01,6.777815555638455614e-01,7.184820526864507118e-01
7.451363235712051836e-01,5.895027023680666778e-01,6.582452151340262292e-01
9.565459489822387695e-01,5.857052051640571078e-01,7.265404727255531103e-01
7.789517827332019806e-01,6.598142914949579607e-01,7.144504278203290815e-01
7.608160287141800815e-01,6.884705655752344500e-01,7.228376273560640497e-01
7.530993372201919556e-01,6.320856424405220109e-01,6.873064397578914075e-01
7.721853579084078101e-01,6.742002123847921080e-01,7.198737916014217308e-01
8.894840478897094727e-01,5.237761653484181990e-01,6.593131815050402578e-01
7.594839371740818024e-01,7.038731945956007152e-01,7.306219015125597904e-01
8.681601732969284058e-01,6.177251675027481959e-01,7.218381846077591701e-01
7.624073214828968048e-01,6.990014340015168193e-01,7.293288876364394380e-01
8.050645611115864186e-01,7.285034272899019170e-01,7.648728930117543179e-01
8.587418198585510254e-01,3.290776955099762868e-01,4.758177070856076107e-01
7.729241073131561945e-01,5.323805048735472667e-01,6.304884279707987371e-01
7.763861939311027527e-01,4.757299863726552891e-01,5.899615375454351218e-01
7.068045238653818396e-01,5.138697377032171998e-01,5.950898887954307881e-01
9.549028873443603516e-01,4.628248521582271069e-01,6.234663755901084237e-01
6.471486588319141919e-01,2.674678247557939481e-01,3.785006003662357843e-01
7.641794905066490173e-01,5.468325589368813189e-01,6.374895279691820127e-01
8.116349279880523682e-01,5.270983249384121327e-01,6.391286838790586344e-01
7.539109662175178528e-01,5.596611657499396264e-01,6.424233278959550208e-01
9.004368782043457031e-01,4.370464869931231511e-01,5.884675422787960519e-01
7.059931382536888123e-01,4.874328932296620454e-01,5.766998019166051925e-01
7.971562445163726807e-01,4.697068831781401332e-01,5.911132257818234592e-01
7.089977165063221509e-01,4.920488160076367246e-01,5.809291772048795766e-01
8.182716548442841020e-01,5.447515862157744637e-01,6.540677642226487842e-01
9.455996751785278320e-01,5.021129507644503942e-01,6.559283032245897260e-01
7.699266970157623291e-01,5.873714569298660315e-01,6.663723286452856165e-01
7.723503112792968750e-01,5.679953436495042141e-01,6.545944008692131666e-01
7.742518782615661621e-01,5.438850845630261999e-01,6.389382289667436821e-01
9.648529887199401855e-01,5.120154527180335036e-01,6.690096774561431481e-01
8.025172501802444458e-01,5.751001049636625950e-01,6.700376604439581829e-01
7.194775342941284180e-01,5.489287098833158796e-01,6.227371971764820158e-01
8.214289347330728797e-01,5.720426994649803198e-01,6.744197925690458284e-01
7.763176709413528442e-01,5.454708332670670234e-01,6.407358597840512315e-01
9.322832822799682617e-01,4.983738052348296033e-01,6.495275087250825807e-01
7.554754912853240967e-01,5.770925614325439490e-01,6.543444974178185269e-01
8.166632533073425737e-01,5.744880658446573918e-01,6.744964208852956000e-01
7.795449197292327881e-01,5.566508193664690962e-01,6.495071127736417038e-01
7.905869126319885476e-01,5.484164066466630238e-01,6.476023285753884640e-01
9.287136793136596680e-01,5.511989880432474065e-01,6.918057416642883206e-01
7.857710242271424006e-01,5.979310513493862889e-01,6.791012356330515809e-01
7.684280633926392490e-01,6.245282852744802327e-01,6.890453692200795288e-01
7.866794586181641291e-01,6.283356484739069936e-01,6.986480148438212190e-01
8.698265552520751953e-01,4.945238091527147106e-01,6.305564210306012773e-01
8.046569526195526123e-01,5.894439846594282661e-01,6.804388229760828244e-01
7.759370684623718706e-01,6.242158691933814563e-01,6.918561802834832797e-01
7.729708552360534668e-01,6.543045917406995482e-01,7.087046595441405250e-01
7.818844199180603471e-01,6.013855579051565758e-01,6.798586040734069247e-01
9.211832880973815918e-01,5.731458533951576673e-01,7.066346591656388343e-01
7.722011059522628784e-01,6.338372931201406990e-01,6.962112259011741244e-01
8.442886710166931374e-01,6.366862610299536263e-01,7.259366590853755241e-01
7.778300940990447998e-01,6.368510375948662761e-01,7.003159813213208906e-01
7.855822086334228738e-01,6.372839095110588437e-01,7.037048598965989221e-01
9.785519540309906006e-01,5.477548517345443013e-01,7.023575842944030923e-01
7.597208023071289062e-01,5.305266897744080890e-01,6.247672091972379382e-01
8.261907845735549927e-01,6.466920896777956784e-01,7.255037780515762869e-01
8.041342616081238459e-01,6.397525100257452912e-01,7.125862254134514018e-01
9.755530655384063721e-01,5.224912956532999919e-01,6.805112030009923263e-01
8.069761842489242554e-01,6.719460367687105640e-01,7.332967766211360150e-01
8.250431418418884277e-01,5.865269680544147324e-01,6.856337479888410247e-01
8.940664955547876769e-01,6.873132520773279630e-01,7.771741753405787545e-01
8.175849795341492143e-01,6.251679765661870558e-01,7.085453475109361188e-01
9.680017232894897461e-01,5.288512478252564986e-01,6.840069521021803212e-01
8.460577845573425959e-01,6.703572915646973662e-01,7.480287078304458381e-01
8.490361443587711721e-01,6.060778299185234363e-01,7.072737847231925779e-01
7.649436195691425855e-01,4.948594320242798994e-01,6.009503860651850271e-01
8.246008902788162231e-01,5.337114924286293638e-01,6.480084808348129943e-01
8.937954902648925781e-01,4.253186999791951362e-01,5.763685036189160060e-01
8.103181123733520508e-01,5.831016399944671802e-01,6.781844730408239652e-01
8.026667952537537287e-01,4.829522287002718239e-01,6.030553538003148306e-01
7.493785321712493896e-01,5.492791393489548923e-01,6.339130075992518432e-01
9.110459685325622559e-01,4.346565132716087576e-01,5.885283998014425588e-01
7.270838419596353797e-01,4.650651332781170488e-01,5.672803498369608510e-01
7.714686691761016846e-01,4.933911370809632713e-01,6.018624388634821187e-01
8.135848641395568848e-01,5.662199535755196855e-01,6.677292006643380518e-01
7.411896586418151855e-01,5.445344682143192783e-01,6.278225759072726397e-01
9.231603741645812988e-01,3.362410145981068466e-01,4.929395562296889355e-01
7.616415470838546753e-01,4.789823325670728993e-01,5.881119181824320252e-01
9.700393478075662879e-01,5.026794896282331671e-01,6.622022776923548459e-01
7.649788409471511841e-01,4.929880035495517454e-01,5.995792229437801879e-01
7.948353052139283115e-01,5.293742673038834834e-01,6.354966253941987109e-01
9.715567231178283691e-01,5.884889360203082731e-01,7.329918569009800100e-01
7.839765623211860657e-01,6.604456689702459249e-01,7.169287677001162651e-01
7.794244810938835144e-01,6.422448576573865919e-01,7.042163058176545976e-01
7.869263663887977600e-01,6.709902230874601470e-01,7.243485696617385505e-01
9.721335172653198242e-01,5.978413812636611535e-01,7.403706202935468328e-01
7.443197891116142273e-01,5.563560325697244346e-01,6.367563660835490191e-01
7.800457552075386047e-01,7.036184011453605613e-01,7.398635934543734693e-01
8.348866651455560950e-01,7.276202140443296384e-01,7.775715065151290739e-01
7.714825198054313660e-01,7.018927563744855602e-01,7.350442227114504234e-01
9.647797346115112305e-01,5.971293352454541958e-01,7.376847893451500271e-01
7.436183616518974304e-01,6.666072940970042549e-01,7.030100776862922007e-01
8.823704570531845093e-01,6.820568085075860987e-01,7.693892724930867510e-01
7.627994790673255920e-01,6.189071067485465427e-01,6.833607416586054972e-01
8.210861633221308020e-01,6.796139651034251994e-01,7.436817157233862607e-01
9.478278160095214844e-01,4.017068696162306995e-01,5.642670010038725037e-01
7.749106585979461670e-01,4.391769593880500144e-01,5.606233055979700231e-01
7.798488497734070712e-01,4.345730354572519549e-01,5.581277576853078681e-01
7.498224496841431330e-01,4.919458246433440207e-01,5.941076623909250509e-01
9.311783909797668457e-01,4.302713221433445701e-01,5.885775340450584148e-01
7.752734273672103882e-01,4.883807339234116363e-01,5.992598561337509899e-01
7.865887165069580522e-01,4.731974541956995295e-01,5.909126275652807347e-01
8.476316034793853760e-01,5.538384520253281096e-01,6.699407858410579841e-01
7.808160930871963501e-01,4.296353354498191890e-01,5.542827678489972154e-01
9.022468924522399902e-01,4.085681947799008618e-01,5.624429985366868889e-01
9.509572684764862061e-01,4.055231984382793864e-01,5.685820658631652869e-01
8.292208015918731689e-01,4.688642448113288230e-01,5.990239021665063612e-01
8.079275290171304968e-01,4.196681222521964072e-01,5.523992019161821920e-01
6.992995500564576083e-01,4.854531486369209059e-01,5.730768434453649141e-01
9.488325715065002441e-01,5.723302704684527509e-01,7.139874670808380452e-01
7.767908498644828796e-01,5.873518149241988562e-01,6.689175952943193781e-01
8.740793267885843543e-01,5.393412649447535401e-01,6.670725649950841607e-01
7.416622862219810486e-01,5.661594393076719856e-01,6.421350799215826965e-01
9.335142374038696289e-01,5.411019334569573402e-01,6.850953743087689896e-01
8.000054284930229187e-01,6.261037994682052688e-01,7.024517176580375999e-01
7.912702038884162903e-01,6.468193455610745657e-01,7.117899933797681156e-01
7.626494988799095154e-01,5.884874409731523093e-01,6.643436926594629144e-01
7.701333835721015930e-01,5.804798790702112576e-01,6.619910313767723986e-01
9.011205434799194336e-01,5.639314470743691521e-01,6.937231106464850638e-01
7.640992626547813416e-01,5.587027347014273948e-01,6.454546462460659662e-01
7.530651316046714783e-01,5.662741669350199736e-01,6.464467942693019609e-01
7.635172680020332336e-01,5.555785380211877289e-01,6.431584507714425136e-01
8.116561114788055642e-01,5.589767157295603139e-01,6.620253921983102474e-01
9.399525523185729980e-01,5.376418076761780851e-01,6.840277724939205495e-01
7.547878995537757874e-01,5.980600892527870860e-01,6.673455145130862132e-01
7.902775540947915012e-01,5.925825500784263067e-01,6.772987185934071785e-01
8.119921001295248297e-01,5.763653816578730993e-01,6.741839084438310259e-01
9.632878899574279785e-01,5.511999926721191656e-01,7.011799618545413448e-01
7.798246759921312332e-01,5.940899347044424905e-01,6.744028882642022493e-01
7.850056543946266618e-01,6.343202681012757305e-01,7.016640635731847819e-01
8.433193903830316085e-01,6.392944972349764443e-01,7.272688461722172093e-01
7.387201059609651566e-01,5.976692920627251215e-01,6.607510107684416711e-01
9.596148729324340820e-01,5.390657000371241736e-01,6.903345150039067457e-01
7.475923020392656326e-01,6.178300216130605538e-01,6.765452126067417193e-01
8.554915428161621316e-01,5.773764390702524896e-01,6.894433637851605789e-01
7.695079460740089639e-01,5.778323992423406441e-01,6.600360840698927811e-01
8.042903654277324677e-01,6.199193984933503154e-01,7.001710171923588577e-01
9.652881026268005371e-01,6.154368537454270038e-01,7.516473633742504212e-01
7.748458087444305420e-01,6.745695280723082998e-01,7.212389137284589413e-01
8.110466718673706721e-01,6.704133417871264156e-01,7.340549250338930243e-01
8.066750526428223544e-01,6.770751990823664634e-01,7.362151025455427877e-01
9.720348119735717773e-01,6.429003369715861060e-01,7.739276819556590858e-01
8.020775616168975830e-01,6.400123376112718532e-01,7.119383270498287342e-01
8.133430480957031250e-01,6.629703742826087431e-01,7.304984657627641154e-01
8.505440184048242980e-01,7.482654959218115742e-01,7.961332929683747617e-01
8.100113034248352939e-01,6.645218350438990562e-01,7.300889803224798191e-01
9.456902742385864258e-01,6.206220302762639474e-01,7.494242576256333610e-01
7.871385514736175537e-01,7.120111258620890338e-01,7.476923948517538721e-01
9.274781048297882080e-01,6.279412814949313359e-01,7.488678549667008300e-01
7.747202068567276001e-01,6.410393579902812222e-01,7.015684814804008518e-01
8.153173089027405673e-01,6.640144655337700819e-01,7.319284239908953049e-01
9.505380988121032715e-01,4.915807859678017477e-01,6.480273861439759253e-01
7.514216117560863495e-01,5.213784151955654922e-01,6.156112520195093918e-01
9.150863289833068848e-01,4.573906684392377020e-01,6.099219855477451269e-01
7.386669032275676727e-01,5.069492710264105195e-01,6.012552756820556121e-01
9.495310187339782715e-01,4.718698051414991768e-01,6.304414761266012857e-01
7.016535947720209387e-01,5.123590535239169741e-01,5.922484781746890636e-01
7.993793934583663940e-01,5.839323164601074589e-01,6.748782036698435238e-01
7.553676043947537000e-01,5.778073066159298277e-01,6.547631783280120077e-01
7.628635875880718231e-01,5.424022127138941052e-01,6.340147697287468187e-01
9.350512623786926270e-01,4.633157584620149483e-01,6.196141333044187238e-01
7.528714649379253387e-01,5.160006497251360402e-01,6.123267436933828023e-01
8.934304118156433105e-01,5.023282389891774447e-01,6.430844260473597140e-01
7.251586876809597015e-01,5.329643848695252428e-01,6.143814740305008071e-01
7.575224153697490692e-01,5.414738126491245307e-01,6.315315496227478231e-01
9.336177110671997070e-01,5.395315884827421860e-01,6.838631316480917599e-01
8.025114774703979714e-01,6.335171462538150555e-01,7.080705393245945167e-01
7.764191746711731623e-01,6.553206160807839575e-01,7.107485524520077425e-01
7.559373080730438232e-01,6.912986634729000324e-01,7.221744912572570785e-01
9.555671215057373047e-01,5.591261713550641499e-01,7.054663655520421184e-01
8.047976940870285034e-01,6.709458204702689610e-01,7.318014869728728389e-01
7.928698539733887163e-01,7.284060519618483776e-01,7.592721317666218939e-01
7.942632079124450906e-01,6.272189048333810524e-01,7.009260193277864204e-01
7.619269728660583718e-01,5.815175909978839153e-01,6.596088140816694922e-01
9.600480794906616211e-01,5.635655149101065353e-01,7.102194312848811864e-01
7.337486296892166138e-01,6.275965172367600209e-01,6.765339202332898427e-01
7.494166493415832520e-01,6.456937478282130938e-01,6.936994319300952005e-01
7.923659563064575639e-01,7.057565616157193134e-01,7.465577296572568633e-01
7.566472142934799194e-01,6.972998349855725753e-01,7.257623005332347610e-01
9.591001868247985840e-01,4.718210150384241075e-01,6.324927229843002596e-01
7.863238006830215454e-01,5.293703022930357216e-01,6.327556946956307549e-01
9.533322056134541089e-01,5.644506100979116425e-01,7.090723910091141224e-01
7.750748097896575928e-01,5.236367167698012803e-01,6.250158258384459486e-01
9.109634160995483398e-01,4.931926268670294156e-01,6.399295041549637464e-01
7.359160979588825757e-01,5.033467557695177064e-01,5.978085751731060382e-01
8.397525350252786902e-01,6.335799018541972139e-01,7.222407046844284695e-01
7.710541129112243874e-01,5.143739316198561173e-01,6.170864829613840197e-01
9.199925661087036133e-01,5.864360205001301063e-01,7.162859018402104594e-01
9.515202045440673828e-01,4.476925596594810708e-01,6.088974126569309808e-01
7.556616216897964478e-01,5.337517915500534782e-01,6.256112124180628342e-01
8.923100084066390991e-01,6.347726247376865860e-01,7.418249069465480128e-01
7.176246841748554761e-01,5.054226802455054068e-01,5.931148732868348761e-01
8.185148358345032404e-01,6.119221564796235580e-01,7.002997911066646264e-01
9.487857818603515625e-01,5.515662391652476071e-01,6.975938954865368302e-01
7.595422305166721344e-01,6.008356920671912293e-01,6.709313259949785113e-01
9.306367337703704834e-01,5.496340001810271492e-01,6.911027543349499425e-01
7.650181919336319636e-01,4.951716856855266080e-01,6.012036033737320206e-01
9.303598403930664062e-01,5.105507995160120105e-01,6.592996778485051834e-01
7.077513784170150757e-01,5.907189968340801345e-01,6.439610671681113008e-01
8.289904917279878882e-01,6.611200526075542427e-01,7.355994353382111495e-01
8.966323137283325195e-01,6.486043641870876675e-01,7.527126945238022948e-01
8.176640208278382893e-01,5.963513087832702508e-01,6.896884337170225976e-01
9.784526824951171875e-01,5.295769018384645088e-01,6.872092505005906737e-01
7.635622955858707428e-01,5.808723310254654271e-01,6.598048008299942646e-01
9.093666076660156250e-01,5.409493381684681301e-01,6.783642777731360152e-01
7.610539682209491730e-01,5.932739679262323262e-01,6.667713121489934336e-01
8.248310511310894544e-01,6.420871916244614841e-01,7.220763062985089409e-01
9.671034812927246094e-01,5.259552655019321676e-01,6.813572062896381398e-01
7.376496791839599609e-01,6.372478321498753484e-01,6.837828348238156329e-01
7.572086602449417114e-01,6.119173398735571201e-01,6.768538601504925367e-01
7.640595585107803345e-01,6.612072027459435786e-01,7.089222833889058384e-01
9.611269831657409668e-01,5.326572707949244201e-01,6.854420568204806496e-01
7.821041544278461988e-01,5.782124913696731205e-01,6.648781267793277827e-01
8.074147939682007058e-01,6.832527128257313009e-01,7.401628409287706045e-01
8.287362853686014441e-01,5.949417069858433660e-01,6.926422729101946452e-01
7.682588845491409302e-01,6.464073276337312102e-01,7.020852950548669424e-01
9.653614163398742676e-01,5.192514843478494013e-01,6.752808737340468825e-01
7.812722474336624146e-01,6.487704969334358029e-01,7.088828445224775177e-01
8.760108500719070435e-01,5.905157355401587926e-01,7.054740044217795436e-01
7.805694937705993652e-01,6.705747616230224306e-01,7.214034032384228912e-01
8.038448691368103027e-01,6.701806966899608309e-01,7.309524704567694764e-01
9.424170255661010742e-01,4.731557565391995013e-01,6.300065194019541792e-01
7.923019707202911821e-01,5.512947945389896631e-01,6.501830957843807157e-01
8.996410767237345008e-01,5.878276576986536384e-01,7.110521312642765768e-01
7.779406209786732251e-01,6.033137110061943531e-01,6.795884466992549999e-01
9.314331114292144775e-01,5.169031443074345589e-01,6.648465811759144417e-01
7.826126317183176306e-01,6.057210369035601616e-01,6.828977003039934379e-01
7.797195017337799072e-01,6.051429427849749354e-01,6.814276113754833553e-01
8.512734621763229370e-01,6.027384895520905284e-01,7.057648737728858812e-01
9.685173332691192627e-01,5.975888523486597714e-01,7.391263338121215609e-01
6.656402498483657837e-01,4.986398781960209026e-01,5.701630820827755519e-01
9.221527179082233960e-01,6.196773735185463483e-01,7.412453257901636672e-01
8.722275495529174805e-01,5.335370970036212857e-01,6.620820289583647655e-01
8.028083965182304382e-01,5.848946232969561843e-01,6.767417926692980146e-01
7.790740827719370154e-01,5.139652392826974392e-01,6.193423363715894192e-01
9.184199571609497070e-01,4.974117993472892407e-01,6.453209166243615291e-01
7.135194242000579834e-01,5.537449445958448901e-01,6.235601406471070751e-01
8.143368124961853916e-01,5.576031451748909573e-01,6.619484553105109415e-01
7.594148218631744385e-01,5.164916420651373130e-01,6.148278411335843519e-01
9.361758232116699219e-01,5.390451066021885174e-01,6.841565032367065147e-01
8.045836538076400757e-01,5.714328926857386026e-01,6.682558663623933137e-01
8.070812344551087092e-01,6.141042926601160135e-01,6.974909906525155190e-01
7.970249295234680398e-01,5.571974832042354553e-01,6.558749591021659775e-01
8.177901148796081765e-01,6.002124268039363830e-01,6.923087583261919864e-01
8.831718564033508301e-01,4.302372091284421551e-01,5.786063225106696795e-01
7.884816080331802368e-01,5.505388597043874288e-01,6.483691263030720853e-01
8.629721899827320630e-01,5.510266066711638766e-01,6.725898757807229345e-01
7.925251483917237216e-01,6.159359259861652003e-01,6.931603862145649941e-01
8.001511693000793457e-01,6.133993749863633216e-01,6.944388782235408897e-01
9.077121615409851074e-01,3.506024523700521645e-01,5.058291564988377509e-01
7.285858094692230225e-01,4.427543573492155327e-01,5.507956629225803091e-01
7.885688394308090210e-01,5.041400206487948177e-01,6.150636439037998615e-01
7.396724621454874304e-01,3.955844155564082754e-01,5.154831552015067819e-01
9.491673111915588379e-01,3.607591432574256407e-01,5.228091773098193507e-01
8.142534494400024414e-01,4.030494146401018551e-01,5.391992179587621337e-01
8.283947825431824397e-01,5.218528579539201129e-01,6.403272582281600567e-01
8.121709227561950684e-01,5.610405280599444211e-01,6.636425921255689753e-01
7.436890602111816406e-01,3.716716509583721240e-01,4.956390126357093084e-01
8.900919556617736816e-01,3.605018883474229718e-01,5.131639378460916001e-01
7.080422192811965942e-01,3.797478765014588586e-01,4.943555384220696958e-01
8.688996285200119019e-01,4.693041717208276675e-01,6.094411335519003270e-01
7.077186306317646558e-01,3.750107432752260994e-01,4.902464015458437019e-01
8.162744879722595437e-01,4.647859043375713317e-01,5.923106800543663786e-01
8.762935400009155273e-01,5.007066966606936731e-01,6.372780948574205961e-01
7.457649052143097146e-01,5.426829818191878374e-01,6.282193118879066951e-01
7.523013129830360413e-01,5.523201307162232121e-01,6.369834890136303329e-01
7.851050555706025058e-01,5.774921080388060179e-01,6.654820451444253271e-01
9.695122838020324707e-01,5.409759808707674811e-01,6.944547282658632970e-01
7.748538315296173984e-01,5.701398800272460266e-01,6.569176744114029187e-01
7.950989902019500732e-01,6.458426994194678139e-01,7.127406776226120622e-01
8.203513075908024366e-01,6.455834607738967224e-01,7.225495262598274904e-01
7.895354926586151123e-01,5.806525033821753334e-01,6.691720576242095042e-01
9.603039622306823730e-01,4.994621272754232177e-01,6.571401586250482652e-01
6.672300323843955994e-01,5.026282463051857663e-01,5.733492118980170194e-01
7.916750133037567805e-01,5.486563025811397321e-01,6.481345030103214944e-01
7.961886465549469216e-01,5.755723947231923265e-01,6.681399925486440905e-01
8.003977596759797031e-01,5.877532682834415434e-01,6.777884966419570612e-01
9.673821926116943359e-01,5.295808143974816140e-01,6.844618697966023957e-01
7.684677354991436005e-01,6.641929500171396272e-01,7.125355743955967824e-01
8.135381713509559631e-01,6.374323496320208893e-01,7.147981858766675467e-01
7.973181779185930518e-01,6.331841868699574771e-01,7.058349214775951896e-01
9.546747207641601562e-01,5.595151641268710785e-01,7.055323620981319710e-01
7.909706346690654755e-01,6.174538367595828747e-01,6.935236685360574027e-01
7.433953993022441864e-01,6.632750880767087631e-01,7.010535208807334717e-01
8.239388785191944509e-01,6.571167739199810232e-01,7.311326307935825941e-01
8.067727560798326758e-01,6.395930835946661563e-01,7.135211032602837289e-01
9.556158185005187988e-01,5.582640549076385295e-01,7.047929907000597405e-01
7.412564270198345184e-01,6.500665497828702621e-01,6.926731119247409030e-01
8.822803298632303504e-01,5.529823336811339196e-01,6.798552601708490739e-01
8.087504282593727112e-01,6.419836112343874079e-01,7.157818130502930920e-01
7.962095215916633606e-01,6.717521374220730701e-01,7.287049286074047671e-01
9.262248277664184570e-01,5.842180026387704395e-01,7.165014232640329883e-01
8.223903656005859819e-01,6.909032388798240776e-01,7.509344723783412112e-01
9.154451290766397742e-01,5.780455925800267458e-01,7.086338260268807421e-01
7.793677151203155518e-01,6.531675492675558248e-01,7.107087875856428205e-01
9.271372556686401367e-01,5.819253762370173444e-01,7.150461285321373373e-01
8.029482513666152954e-01,6.471143499450775494e-01,7.166577984324628003e-01
8.250904679298400879e-01,7.167595598882841035e-01,7.671193306631646225e-01
8.456899027029672888e-01,7.097254974170795760e-01,7.717651333658405166e-01
7.539179325103759766e-01,6.134747161159237461e-01,6.764839493413251637e-01
9.588704109191894531e-01,5.888773662589706914e-01,7.296499991687624975e-01
7.866535782814025879e-01,5.903710384392043542e-01,6.745231483340083933e-01
8.070672377943992615e-01,6.291734344027574144e-01,7.071033088350584528e-01
7.828818112611770630e-01,6.364569092549166029e-01,7.021164584673640352e-01
7.973528385162353960e-01,6.242993481240225462e-01,7.002934500975621646e-01
9.545500874519348145e-01,5.646316407002367477e-01,7.095519542143329250e-01
7.702424302697181702e-01,5.851122063567053555e-01,6.650336902619621293e-01
8.095167815685272439e-01,6.201964962594913588e-01,7.023218982127319432e-01
7.624412700533866882e-01,5.697305507536204461e-01,6.521472349440061711e-01
9.179472327232360840e-01,5.483169734724006039e-01,6.865420929289379748e-01
7.873821482062339783e-01,6.278417695243403429e-01,6.986193421807210813e-01
8.074343383312225786e-01,6.560990700041348100e-01,7.239423650343200789e-01
8.254694690306980664e-01,6.521856413697296739e-01,7.286671041188045317e-01
7.778275236487388611e-01,6.147035655547987698e-01,6.867112064937942462e-01
9.179865717887878418e-01,5.656172253613201972e-01,6.999564420791112296e-01
7.578630074858665466e-01,5.966084948125874865e-01,6.676367976779389313e-01
8.864668011665344238e-01,6.216107083941405653e-01,7.307810808763302024e-01
7.988835155963898149e-01,5.937910681625582221e-01,6.812358056870329026e-01
8.262242029110590247e-01,6.508822553562667590e-01,7.281461259759216542e-01
9.715790918895176320e-01,5.411027812316447916e-01,6.950888460416215775e-01
8.067713975906372070e-01,5.283298466967630835e-01,6.385154843232845323e-01
7.618850469589233398e-01,4.310058756625350651e-01,5.505565103925712522e-01
7.897162437438964844e-01,4.740727502333966781e-01,5.924769931686603153e-01
9.257017970085144043e-01,3.156410754905848437e-01,4.707635855726018947e-01
8.206269890069961548e-01,5.339185804883136433e-01,6.469298736760312751e-01
8.007097393274307251e-01,4.973264705342582692e-01,6.135640062376201964e-01
8.705454979624066558e-01,5.652042682035059995e-01,6.854063886461952970e-01
7.776213735342025757e-01,4.454569979747639574e-01,5.664344831610309550e-01
9.590599536895751953e-01,3.939961945531960663e-01,5.585370165056280367e-01
8.705590963363647461e-01,6.173852682113647461e-01,7.224334108067778093e-01
8.060273826122283936e-01,4.358758801900887714e-01,5.657894706881722025e-01
7.938457280397415161e-01,5.148481167381322443e-01,6.246074736161738583e-01
8.573905726273853833e-01,5.551335095793386021e-01,6.739230058567189374e-01
8.493139147758483887e-01,2.791043350473046414e-01,4.201406623246063954e-01
7.974464803934098178e-01,6.847748797048222036e-01,7.368282935097373310e-01
7.280072160065174103e-01,5.787190535529093127e-01,6.448353520420597729e-01
7.552243359386920929e-01,6.236821161752397202e-01,6.831789224036001196e-01
9.266004562377929688e-01,4.571110788648101164e-01,6.122075641959227044e-01
7.962566949427127838e-01,5.723371312022208501e-01,6.659788518376857924e-01
7.867448002099991511e-01,6.824290152300487300e-01,7.308835395815426184e-01
8.013278469443321228e-01,6.512069946662946140e-01,7.185098546378487772e-01
7.510006614029407501e-01,5.413352828811515138e-01,6.291601766283815289e-01
8.500922918319702148e-01,3.460431267898952945e-01,4.918650349212988493e-01
7.582178004086017609e-01,6.108154652470891843e-01,6.765813076037865414e-01
9.107574969530105591e-01,6.651550053872845591e-01,7.688179475607421764e-01
7.598292417824268341e-01,6.248839958824894403e-01,6.857811709723282689e-01
7.889924675226211992e-01,6.850129164078018196e-01,7.333352199302011210e-01
9.269044995307922363e-01,4.978984761773870282e-01,6.478149551154052110e-01
7.540731310844421831e-01,7.316033269247311788e-01,7.426683090680303856e-01
7.539327144622802734e-01,6.778374336073907935e-01,7.138629297066445556e-01
7.826909422874450684e-01,7.340883301215225254e-01,7.576109421807978306e-01
9.085431694984436035e-01,4.993183234434449003e-01,6.444557997278523853e-01
7.799798846244812012e-01,7.281550431854268979e-01,7.531770216306399313e-01
7.735356807708740901e-01,7.474595296583818049e-01,7.602740786538014772e-01
7.977513174215952185e-01,7.841859697625878090e-01,7.909104811546167069e-01
7.778319239616394709e-01,7.426988470755265803e-01,7.598594966293223951e-01
9.285877943038940430e-01,5.326089202687981361e-01,6.769439563701914464e-01
7.211206555366516113e-01,6.105307273650436573e-01,6.612335991172101357e-01
7.442935854196548462e-01,6.698733663625930923e-01,7.051253022124358560e-01
7.630404233932495117e-01,7.223803973599766115e-01,7.421539223787578798e-01
7.695027709007263850e-01,7.186059565021750695e-01,7.431839683908736394e-01
9.585949381192524488e-01,6.400823350648702226e-01,7.676091937563545020e-01
7.994151934981346130e-01,5.868718938335127921e-01,6.768501457668074650e-01
